"X","created_at","text","user_id","user_follower_count","sentiment_score","sentiment","group"
208360,2021-10-31 21:39:27,"@elonmusk @WFPChief @DrEliDavid Countries around the world are spending hundreds of billions of $$ on military development. Nevertheless, only Elon, for some secret reason, can save people dying of hunger. It is strange that no one supports Elon for his kindness, but they demand help from him when they want it",959471389282578432,26957,0,"neutral","10000+"
208363,2021-10-31 21:39:28,"@KINGSHIBABSC @elonmusk Wow amazing",1417521878801870848,108,1,"positive","50-200"
208408,2021-10-31 21:39:42,"@Raphael_Carlier @elonmusk @elonmusk for history",1327397143083094016,12,0,"neutral","0-50"
208410,2021-10-31 21:39:42,"I met Elon musk last night and he is a very nice fella",1062378580812939264,30,0.5,"positive","0-50"
208644,2021-10-31 21:41:22,"#FalconX #ElonMusk #SHIBARMY #ShibainuCoin #btc <U+0001F6A8>100 BNB GIVEAWAY<U+0001F6A8>

Hey guys, as promised the 100 BNB giveaway is back and better than before <U+0001F608>

We just want to show you guys our love and appreciation <U+2764><U+FE0F>

<U+0001F4B0>10 lucky winners will win 10 BNB each<U+0001F4B0> https://t.co/oSeJaCGee3",1252228598158766080,3736,4.85,"positive","1000-10000"
208646,2021-10-31 21:41:23,"@joncoopertweets @elonmusk With his mind AND his money, maybe. The key though, for our planet and its people, is population control via birth control. Greed, corrupt politicians, and religions (that ban birth control) are a threat to us all.",745125165063823360,2671,-1.55,"negative","1000-10000"
208809,2021-10-31 21:42:20,"@Raphael_Carlier @elonmusk @elonmusk be the best RAAAAAAAAAT",4452431655,172,0.5,"positive","50-200"
208863,2021-10-31 21:42:39,"@elonmusk @DrEliDavid Smart way to cash out ! This is the only justify this much of shares !",257228794,570,1,"positive","200-1000"
209082,2021-10-31 21:43:50,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Sir, are you talking about Brandon?",117120414,226,1.25,"positive","200-1000"
209104,2021-10-31 21:43:57,"@elonmusk THlS  IS CHANCEE!! <U+0001F449><U+0001F449> CRYPTAKE dot NET",1137543707064881152,68,0,"neutral","50-200"
209344,2021-10-31 21:45:10,"@yoshispower @Raphael_Carlier @elonmusk @elonmusk a donation for #ZEVENT2021 !!! Legendary",297054342,14,1.55,"positive","0-50"
209443,2021-10-31 21:45:38,"@elonmusk @WholeMarsBlog @truth_tesla @zshahan3 @garyblack00 @SawyerMerritt Of course. https://t.co/owpcm48tpH",1357308243631104000,299,1,"positive","200-1000"
209548,2021-10-31 21:46:12,"@elonmusk THlS  IS CHANCEE!! <U+0001F449><U+0001F449> CRYPTAKE dot NET",1394012324520943616,2,0,"neutral","0-50"
209576,2021-10-31 21:46:23,"@AvunBetul @elonmusk Woops I accidentally clicked the link, rip my phone I guess",1443266811764563968,0,-0.85,"negative","No follower"
209639,2021-10-31 21:46:42,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt l<U+0001FA90>

|<U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3>|
   <U+0001F383>Halloween Floki  pic <U+0001F383>
|_____________|
                    \ (<U+0001F436>) / 
                      \      / 
                       --
                       |     |
 <U+0001F30D>                 |_   |_;",1446825168773451776,19,1,"positive","0-50"
209685,2021-10-31 21:46:56,"@press_sai @elonmusk Get a real job you loser!!!!",38424117,33,-0.25,"negative","0-50"
209771,2021-10-31 21:47:27,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt <U+0001FA90><U+0001F383>

|<U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3>|
   <U+0001F383>Halloween Floki  pic <U+0001F383>
|_____________|
                    \ (<U+0001F436>) / 
                      \      / 
                       --
                       |     |
 <U+0001F30D>                 |_   |_",1420800440153743360,22,1,"positive","0-50"
209849,2021-10-31 21:47:53,"@kchau @elonmusk @WFPChief @DrEliDavid only if he can profit from it:
https://t.co/GdiEKmyl7x",15567938,3123,0,"neutral","1000-10000"
209855,2021-10-31 21:47:55,"@Raphael_Carlier @elonmusk @elonmusk stop working on the new Tesla and give your money pls",1041414252714754048,75,1.25,"positive","50-200"
209938,2021-10-31 21:48:27,"Right<U+2049><U+FE0F>

@elonmusk @JeffBezos @richardbranson 
<U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621> https://t.co/f2j8euLqNf",1965219132,183,0.8,"positive","50-200"
210010,2021-10-31 21:48:48,"@daresugar @_spiriituaL @elonmusk @jack Senior man your own na 1million, if I see who go give me 150k for my school fees I go happy die",1038075542698946560,168,0,"neutral","50-200"
210168,2021-10-31 21:49:40,"@wojfinance <U+0001F525><U+0001F680><U+0001F525><U+0001F680><U+0001F525><U+0001F680><U+0001F525><U+0001F680><U+0001F525><U+0001F680><U+0001F525><U+0001F680><U+0001F680><U+0001F525><U+0001F680>
@wolfofwalls , Let's show @elonmusk we are fucking better than them together

@wojfinance doesn't play dirty game, but it pays while you get rekt 
<U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>",1451854754397708288,2,-0.95,"negative","0-50"
210301,2021-10-31 21:50:23,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt We need a third party. https://t.co/gib9F007lk",754028785243033600,114,1,"positive","50-200"
210346,2021-10-31 21:50:39,"@elonmusk vitalik just called you out and said step up and do something for doge",943705626420629504,157,0,"neutral","50-200"
210396,2021-10-31 21:50:54,"@elonmusk ONLLY ONE  DAY!!! <U+0001F449><U+0001F449> CRYPTAKE dot NET",3929247148,29,0,"neutral","0-50"
210408,2021-10-31 21:51:00,"@elonmusk how about a body color changing Tesla? So that we aren't bored of same color ? <U+0001F600>",1140395105133760512,0,-0.5,"negative","No follower"
210410,2021-10-31 21:51:01,"@WFPChief @elonmusk @DrEliDavid I'm just curious.   IS there a number that would cure world hunger?",33416107,1054,0.8,"positive","1000-10000"
210418,2021-10-31 21:51:04,"@jeremywynn5610 @SpaceXMR @elonmusk I speak 2 other languages besides English. I have no idea what you are saying.",1452245914920398848,1,0,"neutral","0-50"
210473,2021-10-31 21:51:25,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Elon musk right now https://t.co/yqy0vY6rVx",1444328251959259136,761,1.8,"positive","200-1000"
210625,2021-10-31 21:52:17,"@keith_dorschner @FalkenSchwer @elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt 1000% how i feel. There WAS NO REASON to attack his environmental base.  Did he really think Tesla clean energy movement was all republicans?  Was it really necessary to pit UNION vs Non-Union? This could have been a win/win, now its lose/lose @POTUS",771722802663751680,22,1.85,"positive","0-50"
210636,2021-10-31 21:52:21,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Mob Mentality",15567938,3123,0.2,"positive","1000-10000"
211178,2021-10-31 21:55:41,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt We've been hoodwinked. Irony is a dish best served cold. This is clearly UAW special interests, how is this legal?",495422902,799,2.8,"positive","200-1000"
211255,2021-10-31 21:56:08,"Elon Musk replied to @WFPChief https://t.co/qt9q2nHVE5",1347985766497050624,18166,0,"neutral","10000+"
211308,2021-10-31 21:56:25,"@eYa_Khaelo @elonmusk @EmmanuelMacron @BillGates @BarackObama Send the moula for Action Contre La Faim please need to buy a lot of Uber Eats",1026833906769776640,39,1.25,"positive","0-50"
211332,2021-10-31 21:56:36,"@elonmusk @WFPChief @DrEliDavid Do you want @Amazon to accept $DOGE this year? <U+0001F914> 

@JeffBezos 

YES        YES            YES 
 <U+2B07><U+FE0F>          <U+2B07><U+FE0F>              <U+2B07><U+FE0F>",1369546354486251520,0,1.8,"positive","No follower"
211339,2021-10-31 21:56:38,"@joncoopertweets @elonmusk Could he? Yes. Would he? Never.",2830805178,1672,0.8,"positive","1000-10000"
211343,2021-10-31 21:56:39,"@Thrilluwu Yup, it's hard 2 trust Facebook, I wish some1 else innovate but trustworthy or more trustworhty than FB cud do something like this. They might target ad our biometrics: from our gait, our facial reactions reacting to stuff, length of our arms, etc.

God bls 
@elonmusk @tim_cook",309530329,784,3.05,"positive","200-1000"
211593,2021-10-31 21:58:09,"@elonmusk Go TITS!",1065745717191307264,11,0,"neutral","0-50"
211658,2021-10-31 21:58:29,"@jasminalanoir3 @elonmusk @ZaidJilani @joerogan @FoxNews THlS IS CHANCE!! <U+279C><U+279C>.crypget.c om",1436157169548808192,0,0.25,"positive","No follower"
211662,2021-10-31 21:58:32,"@RationalEtienne @ByeonChansoo @elonmusk @SawyerMerritt @Tesla If Chanos went long instead of short when he placed his bet on @elonmusk he might have been a billionare by now",1393982758779826176,204,0,"neutral","200-1000"
211713,2021-10-31 21:58:51,"@davidgokhshtein Spaceballs! <U+0001F680><U+0001F680><U+0001F680><U+0001F680>Take a look at this token! Based one Elon tweets, It's gonna bring you to space!
Tg: https://t.co/eOOQkc4rhV.
Chart: https://t.co/EzjIvaHrLJ.
#SpaceBallsArmy #TheRealSpaceBalls #elonsBall @SpaceBallsToken @elonmusk https://t.co/y4EjFEzhTl",1450832636080005120,25,0,"neutral","0-50"
211945,2021-10-31 22:00:12,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt 100% this and it's extremely disappointing.",39360930,163,0,"neutral","50-200"
212022,2021-10-31 22:00:42,"@wyldeAF @elonmusk @WFPChief @DrEliDavid And the CEOs usually take home an incredible salary every year with bonuses. It's that way with ASPCA.  Very very little trickles down to actually help animals in crisis.",1917785774,24,1.15,"positive","0-50"
212033,2021-10-31 22:00:47,"@Oculustrade so tesla below 1016 is <U+0001F62C><U+0001F44E><U+0001F3FE>",1188262615803482112,3,0,"neutral","0-50"
212167,2021-10-31 22:01:35,"Help your business boom with the correct tools. See how <U+0001F447>
https://t.co/gQdNgDl7Ss
#GullyCricket #GameFi #GFRIEND #Giveaways #python #Bitcoin #BNB #BTC #Ethereum #Trending #Job #ElonMusk #ELOIN #RobloxDown #Amazon #job #blockchain #dogecoin #doge #SHIBARMY #shibainu",1450379455453609984,18,0.6,"positive","0-50"
212271,2021-10-31 22:02:05,"$DATX #KUCOIN X100 next week 
  Very bullish chart
  partenered with #Tesla
  Buy &amp; Hodl, easy 1000x
$SNT $XLM $LUNA $VET $WAVES $XLM $LINK $LINK $LTC #NFT $NEO $ETC #BLOCKCHAIN $MAID $BTC $REN $BTC $FIL $BAND $SNX $YI $VET $ONG $CHSB https://t.co/cuwMtgfVPD",895779662,4250,0,"neutral","1000-10000"
212544,2021-10-31 22:03:38,"@elonmusk @WFPChief @DrEliDavid I wish people would ask you the right questions.

 Instead of asking you for $ they should be just asking you for help trying to solve hard problems.....last I checked elon &amp; co. is pretty good at solving hard problems.",1364026368388976640,200,3.95,"positive","50-200"
212659,2021-10-31 22:04:17,"@k_septuple @elonmusk MOOVE TO G!V|EAWAY! <U+279C><U+279C>.crypget.c om",1436112876046098432,0,0,"neutral","No follower"
212724,2021-10-31 22:04:43,"@DOGELONMARSIRA2 @elonmusk Buy DogElonmars $ELON Be quick, prices are rising and pumps <U+0001F525><U+0001F525><U+0001F525>
#ELON TO THE MARS <U+0001F680> <U+0001F4A5><U+0001F4A5>

@DogelonMars <U+0001F525><U+0001F525><U+0001F525><U+0001F525>
@mfoundation
@ISS_CASIS 
@DogelonWarriors 
@NASA3",1392609909032824832,11,0,"neutral","0-50"
212750,2021-10-31 22:04:54,"@ChinaPumpWXC This is the first currency that has a program to reduce world poverty with binance smart chain technology to help get fundraising results.

@RoboWolf8 @fianby
@mbah_mijan @cz_binance
@elonmusk #wspp #gwspp #NFT 
#bsc #DeFi #NFTs #BNB #polygon #staking #kill6zero

#wspp_community",1410638355109269504,14,-0.05,"negative","0-50"
213090,2021-10-31 22:06:57,"@davidgokhshtein @elonmusk Hi @mayemusk.  Mommydoge is a token that supports both women and women's rights.  She donates to women's associations and to support girls' education.  We will be happy if you see us and send a support tweet.  Thanks a lot, good work <U+0001F60A> https://t.co/Rosf1Ek1Q5",1364268746538291200,116,3.35,"positive","50-200"
213091,2021-10-31 22:06:57,"@100trillionUSD Ask @elonmusk to lend a hand <U+0001F60E>",263580283,33,0,"neutral","0-50"
213389,2021-10-31 22:08:48,"@DadaBenek5 @elonmusk THlS IS CHANCE!! <U+279C><U+279C>.crypget.c om",1436103824083759104,0,0.25,"positive","No follower"
213421,2021-10-31 22:09:01,"What, you mean the ""market"" that bounces around like a psychopathic puppy whenever Elon Musk pulls his dick out?

It seems so rational tho https://t.co/Bx89bSm9Ca",122711186,18382,1.6,"positive","10000+"
213477,2021-10-31 22:09:26,"@elonmusk THlS  IS CHANCEE!! <U+0001F449><U+0001F449> CRYPTAKE dot NET",4561468707,46,0,"neutral","0-50"
213500,2021-10-31 22:09:34,"@WFPChief @elonmusk @DrEliDavid Why not to the public?",1250852679557025792,13,0,"neutral","0-50"
213642,2021-10-31 22:10:25,"The goat!",947457262217445376,12063,0,"neutral","10000+"
213753,2021-10-31 22:11:10,"@elonmusk It would be called TIT. Sounds amazing. No wonder only Doge owners are allowed in.",1419071822461505536,0,0.25,"positive","No follower"
213838,2021-10-31 22:11:42,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt What the HELL is wrong with the UAW leadership!?! Scroll down this timeline to seemingly endless corruption:
https://t.co/kyz51NFuVU",754028785243033600,114,-1.3,"negative","50-200"
213855,2021-10-31 22:11:48,"IF we take Down elon musk and the electric car we end the Biden admin....",1358620876485271552,680,0,"neutral","200-1000"
213886,2021-10-31 22:12:04,"@herofloki @coingecko @CoinMarketCap @elonmusk #ShibaFloki &amp; #HeroFloki redy to fly.
#Shibafloki #cryptorevolution #passiveincome #Shibafloki_Army #LifeChange
@Shibaflokitoken https://t.co/Z1r0EQSPFa<U+0001F680>",1402679113966575616,15,0,"neutral","0-50"
213920,2021-10-31 22:12:14,"@southern48YT @elonmusk THlS IS CHANCE!! <U+279C><U+279C>.crypget.c om",1436103824083759104,0,0.25,"positive","No follower"
213928,2021-10-31 22:12:15,"@elonmusk @WFPChief @DrEliDavid Play with me ? https://t.co/OLPLq1Vsbk",450686994,34,0,"neutral","0-50"
214268,2021-10-31 22:14:08,"@davidgokhshtein @elonmusk Easy to buy Australian Safe Shepherd (ASS)
Fly to ×1000 soon <U+27A1><U+FE0F><U+0001F680><U+0001F680><U+0001F680>
How to buy?

Go to pancakeswap <U+27A1><U+FE0F>
https://t.co/sjRpc3iylX

Switch to V1 (old)
Slippage: 12%

<U+27A1><U+FE0F> trade <U+27A1><U+FE0F>Exchange put contract code!

Contract: 
0x7c63f96feafacd84e75a594c00fac3693386fbf0

Than swap Finish!!!",1355077884130557952,43,1.55,"positive","0-50"
214321,2021-10-31 22:14:27,"@FunglibleAlbert @elonmusk MOOVE TO G!V|EAWAY! <U+279C><U+279C>.crypget.c om",1436112876046098432,0,0,"neutral","No follower"
214425,2021-10-31 22:15:02,"@elonmusk @SawyerMerritt @Tesla Own land on mars today: https://t.co/AgQqpRVvie",1391304513047379968,0,0,"neutral","No follower"
214465,2021-10-31 22:15:19,"@XMANLIVE @elonmusk @ZaidJilani @joerogan @FoxNews THlS IS CHANCE!! <U+279C><U+279C>.crypget.c om",1436155795603865600,0,0.25,"positive","No follower"
214520,2021-10-31 22:15:36,"@elonmusk Bring $DOGE to the #TITS",1394645024948690944,12,0,"neutral","0-50"
214545,2021-10-31 22:15:46,"@elonmusk @garycruz @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt UAW is corrupt they get access from lobbyists to these candidates... Unions gave 30 million to biden for his campaign.  Obviously they expected him to push this based on his 1950's platform of good union wages... when the real wages come from wealth building of having equity.",1003860685644689408,420,3.5,"positive","200-1000"
214771,2021-10-31 22:17:07,"@SpaceX @elonmusk @inspiration4x @shibaSpooky 
<U+0001F47B><U+0001F680><U+0001F47B><U+0001F680><U+0001F47B><U+0001F680><U+0001F47B><U+0001F680><U+0001F47B><U+0001F680><U+0001F47B><U+0001F680>
SPOOKY SHIBA

SPOOKY SHIBA IS HAUNTING THE MOONING TONIGHT

Fair Launch 3 Days Ago

100X TONIGHT

CMC CG Coming

NFT's, Scratchcards, Competition's and more

https://t.co/mPFIAJR8Ne 

#shibainu #shiba #shibainucoin #crypto #spookyshiba https://t.co/URW1Ol7lPn",1454899574020218880,0,0.1,"positive","No follower"
214858,2021-10-31 22:17:43,"@WFPChief @DrEliDavid @elonmusk Then ask the vaccine makers not Elon",1638494539,140,0,"neutral","50-200"
214925,2021-10-31 22:18:09,"Just increased my #Booster reward level

@elonmusk What are you waiting for?

fdecc094 https://t.co/8Sz4gNdYKS #BOOST #BNB #BUSD #BTC #ETH #ADA #DOGE #DOT #LTC #LINK #CAKE #Crypto #BSC #BinanceSmartChain via @BoosterToken",1253244662665576448,8,2.15,"positive","0-50"
214973,2021-10-31 22:18:27,"@drdredel @JonahDispatch The key to the EV transition is battery production capacity, and that's what Tesla is building better than any of the old car makers.",12033742,165,1,"positive","50-200"
214976,2021-10-31 22:18:27,"This is literally the clIck bait shit lefties see  and are like. ""HER DER RICH MAN POO POO BAD.""",940987728065454080,72,-0.5,"negative","50-200"
214986,2021-10-31 22:18:30,"@JDdadto2 @SawyerMerritt @elonmusk @Tesla Yeah but often gifted at a zero cost basis, so zero risk when converting to stock.",1443090924721119232,1,-0.25,"negative","0-50"
215005,2021-10-31 22:18:38,"The game is rigged, always.",1455131431,340,0,"neutral","200-1000"
215054,2021-10-31 22:18:55,"@HakanGonul142 @elonmusk MOOVE TO G!V|EAWAY! <U+279C><U+279C>.crypget.c om",1436112876046098432,0,0,"neutral","No follower"
215070,2021-10-31 22:19:02,"Most people in America do not even know what quantitative easing is that is why when you see Jeff Bezos and this clown  Elon Musk  rake in billions is the result of ignorance that is this in America",1382194578187382784,79,-0.3,"negative","50-200"
215141,2021-10-31 22:19:34,"@Believer218 @elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt I'm guessing he made some agreement(s) with UAW in the past.",844015154643648512,10231,2.1,"positive","10000+"
215215,2021-10-31 22:20:09,"@WFPChief @elonmusk @DrEliDavid I think you are an incompetent. You should be fired for not solving any problems and spending $8b x year.

https://t.co/TRNIOkz6Yx",72906107,795,-0.95,"negative","200-1000"
215251,2021-10-31 22:20:20,"@elonmusk TAAKE lT G!V|EAWAAAY!!! <U+0001F449><U+0001F449> CRYPTAKE dot NET",925353787,1,0,"neutral","0-50"
215332,2021-10-31 22:20:58,"@PepeSanchez2009 @elongateog @elonmusk @DrEliDavid Join TG. https://t.co/q7Z5NNEJpV",352656004,24,0.25,"positive","0-50"
215333,2021-10-31 22:20:59,"@MarsmanQuansun @DimaZeniuk @elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt lmao, Musky stans are the weirdest fuckers on the planet.",14120016,217,0,"neutral","200-1000"
215469,2021-10-31 22:21:56,"@Gabriel51432511 @elonmusk THlS IS CHANCE!! <U+279C><U+279C>.crypget.c om",1436128605449461760,0,0.25,"positive","No follower"
215472,2021-10-31 22:21:57,"@Bobby53136570 @elonmusk @Tesla Awesome!",817567541371539456,3525,0.6,"positive","1000-10000"
215510,2021-10-31 22:22:14,"it always feels good to see someone call BS out!",1636353294,140,0.75,"positive","50-200"
215531,2021-10-31 22:22:26,"everyone here fact checking and debating about what the 2% could do is entirely missing the point",725485649294462976,447,-0.5,"negative","200-1000"
216007,2021-10-31 22:26:06,"@BTC_Archive #Crypto Future NFT And Defi Project. #CATGIRLCOIN @elonmusk is interested in nft program. will be listed on new exchanges soon <U+0001F63B> #catgirl let's start @catgirlcoin <U+0001F9FF><U+0001F9FF><U+0001F9FF> #Metaverse #meta #nftcollector #NFTs #DeFi https://t.co/jBct7dNaBe",3329601214,304,1.3,"positive","200-1000"
216049,2021-10-31 22:26:24,"@DrEliDavid @elonmusk If her family didn't get cancer more than likely she wouldn't donate. https://t.co/LORXnRi3YA",4336148839,14,-0.75,"negative","0-50"
216055,2021-10-31 22:26:28,"@LittleManPower @samwwjd @ShytoshiKusama It's mathematically impossible for Doge to hit 1 dollar. Its supply is infinite. It has inflation as part of its code. It is simply not possible to sustain Doge's value over time. It got popular for no real reason, just because of @elonmusk pumping it. And it didn't last.",35848478,18662,0.6,"positive","10000+"
216187,2021-10-31 22:27:27,"@elonmusk TITS",904364547854753792,15,0,"neutral","0-50"
216264,2021-10-31 22:28:02,"Buy $DATX from @kucoincom before its too late
Great partnership with #Tesla today
Target 1$ in few days
$SOL $RAMP $LUNA $MANA $LQD $UNI $TRX $ACH #BTC $NEO $FLOKI $AMP $ETH $ALICE $SHIB $BTMX $FLOKI $BNB $ANKR $BNB $NU $ALGO $ATOM $ADA $FIL  $EOS $POLS $HMN  $TRX https://t.co/V3qXu9biyG",30898301,3568,1.05,"positive","1000-10000"
216281,2021-10-31 22:28:12,"@elyie_bliss @fprefect121 @deChambroBryson @elonmusk @DrEliDavid Incorrect: The tweet said ""...... to each human alive"", which is roughly 8 billion people. [Btw it should be $6billion divided by 8 billion people which = 75 cents as I said].",14196215,300,0.5,"positive","200-1000"
216309,2021-10-31 22:28:23,"@elonmusk @DrEliDavid What describes is socialism or the bes way to destroy a country. There are a lot of examples: Argentina can produce food for 100 million people a year and due socialism only produce less than the half. Socialism a problem for each solution",607212738,732,-0.35,"negative","200-1000"
216640,2021-10-31 22:30:51,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt We need Mars and a totally decentralized financial system.",1272530409541304320,213,1,"positive","200-1000"
216904,2021-10-31 22:32:37,"@elonmusk Don't be joke always",1381451036582420480,0,0.6,"positive","No follower"
217104,2021-10-31 22:33:51,"@elonmusk @DrEliDavid MOOVE TO G!V|EAWAY <U+0001F449><U+0001F449> CRYPGET dot NET",734029314488832000,6,0,"neutral","0-50"
217123,2021-10-31 22:33:58,"@elonmusk @SawyerMerritt @Tesla @elonmusk plz one tweet for shib...for break one zero",1359024572457222144,40,-0.25,"negative","0-50"
217268,2021-10-31 22:34:59,"@ColinBirbee @CobAltEgo @elizableu @zerohedge @elonmusk So, Communism and authoritarianism. That's what will solve world hunger?

Hi, Im a history textbook, have we met?",989465303984812032,1669,-0.0499999999999999,"negative","1000-10000"
217457,2021-10-31 22:36:14,"I did it @elonmusk",1031122331605839872,695,0,"neutral","200-1000"
217647,2021-10-31 22:37:31,"I gotta admit, I can absolutely believe that the Federation of the Discovery (season 1-2) era would have schools and ships named for Elon Musk and venerate him. We currently have American schools named for Confederates, venerating them. The Federation isn't THAT pure",1684625450,4443,2.8,"positive","1000-10000"
217653,2021-10-31 22:37:33,"@OneBadApex1 @elonmusk Yeah woof woof mf",1.328074502841e+18,5,0,"neutral","0-50"
217832,2021-10-31 22:38:51,"@elonmusk Sir please give me a chance I beg you",952203903965286400,69,0.75,"positive","50-200"
217934,2021-10-31 22:39:26,"The truth is horrible, but needs to be known",539427670,2687,0.25,"positive","1000-10000"
217962,2021-10-31 22:39:42,"@Huddster2 @elonmusk @DrEliDavid This is a decent first step, and does not require $6B",201556928,87,0.5,"positive","50-200"
217984,2021-10-31 22:39:49,"@dogsofelon @CoinMarketCap @teamseas @MrBeast @binance @cz_binance @Shibtoken @TheGivingBlock @HuobiGlobal @OKEx @elonmusk @Gemini @JayHao8 this is impressive!! looking forward to this",1399781054387351552,358,1.35,"positive","200-1000"
218147,2021-10-31 22:41:08,"@i_am_fulano @elonmusk @WFPChief @DrEliDavid I'd be glad to get involved. @elonmusk",714051110,310491,0.75,"positive","10000+"
218258,2021-10-31 22:41:50,"@elonmusk @SawyerMerritt @Tesla Maybe ElonMusk should invest in Babydoge haha
@BabyDogeCoin <U+0001F525><U+0001F525><U+0001F680><U+0001F680>
#ElonMusk
#BabyDoge 
#BabyDogeCoin 
#BabyDogeArmy 
#OKExChain 
#Ethereum
#Blockchain
#NFTs
#DeFi 
#Cryptocurrency 
#BinanceSmartChain https://t.co/cBrHZs0Mbi",1413419505783562240,67,0,"neutral","50-200"
218299,2021-10-31 22:42:08,"@TOPDOGE007 @elonmusk @littlebabydoge1 
now presale already got 50% hard cap, listing 13/12.

min 0.05bnb

https://t.co/5FSSj37xd8 https://t.co/8icumywg3G",1420064993798606848,12,-0.25,"negative","0-50"
218537,2021-10-31 22:43:50,"@elonmusk @SawyerMerritt @Tesla THlS IS CHAANCE!! <U+0001F449><U+0001F449> CRYPMAKE dot NET",1272205691625717760,1,0,"neutral","0-50"
218771,2021-10-31 22:45:48,"@pitdesi @elonmusk says the director of a company subsidised by TAX payers which salaries are TAX exempt <U+0001F921><U+0001F921><U+0001F921> let's cancel UN and all its subsidiaries and we will solve any world problem",21758704,96,-0.95,"negative","50-200"
218892,2021-10-31 22:46:51,"Lots of kids showed up for <U+0001F36D> , North East, Brick NJ, Good weather. @kimpaquette @WholeMarsBlog @JohnnaCrider1 @SawyerMerritt @elonmusk",435851205,107,0.75,"positive","50-200"
218945,2021-10-31 22:47:17,"@imslomax @elonmusk @CoinKoda MOOVE TO G!V|EAWAY! <U+279C><U+279C>.crypget.c om",1436112876046098432,0,0,"neutral","No follower"
218989,2021-10-31 22:47:37,"@FrankPeelen @elonmusk <U+0001F680><U+0001F680><U+0001F680><U+0001F680>
        <U+0001F680> 
        <U+0001F680> 
        <U+0001F680> 
        <U+0001F680>

<U+0001F680>      <U+0001F680> 
<U+0001F680> <U+0001F680> 
<U+0001F680>    <U+0001F680> 
<U+0001F680>       <U+0001F680> 

       <U+0001F680>
       <U+0001F680> 
       <U+0001F680> 
       <U+0001F680>

<U+0001F680>         <U+0001F680>
<U+0001F680><U+0001F680>   <U+0001F680>
<U+0001F680>   <U+0001F680><U+0001F680>
<U+0001F680>         <U+0001F680>

   <U+0001F680><U+0001F680><U+0001F680>
<U+0001F680>
<U+0001F680>      <U+0001F680>
<U+0001F680>         <U+0001F680> 
   <U+0001F680><U+0001F680><U+0001F680>

$TKING @TIGER_KING_COIN @JOE_EXOTIC",1395655194751508480,91,0.7,"positive","50-200"
219143,2021-10-31 22:48:49,"@ProTheDoge @elonmusk Journey of @buffdogecoin <U+0001F451> in last 2 months<U+0001F680>

<U+0001F525>415X potential
<U+0001F525>Holder 60.000+
<U+0001F525>3 Zeroes killed
<U+0001F525>#CMC &amp; #CG
<U+0001F525>Audited
<U+0001F525>Burn by Holders 500Bn+
<U+0001F525>8 Burn by #Dev
<U+0001F525>Strongest Community
<U+0001F525>Available on #PancakeSwap
<U+0001F525>Slippage - 12%

Telegram - https://t.co/UCHchy9TrY https://t.co/5yt6uIGziL",1265193319174336512,142,1.65,"positive","50-200"
219264,2021-10-31 22:49:50,"""Put your money where your mouth is""<U+0001F90C><U+0001F3FD>",1279132722,84,0.6,"positive","50-200"
219338,2021-10-31 22:50:23,"@elonmusk @BillyM2k We are waiting for ATH <U+0001F680><U+0001F680><U+0001F680><U+0001F680>",4764814228,7,0,"neutral","0-50"
219507,2021-10-31 22:51:47,"@elonmusk Also if the new financial system allows freedom to the already participating the job market will need the newly rehabilitated and reestablished. Along with the incarcerated perhaps for minor offenses up the line.",1453762922472038400,0,0.75,"positive","No follower"
