"X","created_at","text","user_id","user_follower_count","sentiment_score","sentiment","group"
219556,2021-10-31 22:52:10,"@BitsEmployment @elonmusk THlS IS CHANCE!! <U+279C><U+279C>.crypget.c om",1436114142700654592,0,0.25,"positive","No follower"
219627,2021-10-31 22:52:49,"@elonmusk please @elonmusk Give a donation for Zevent on twitch",1406355472383365120,0,1.2,"positive","No follower"
219661,2021-10-31 22:53:04,"@business @elonmusk is simply incredible! Now where are all the other billionaires? Come on guys: show some support??",905820235260981248,1425,1,"positive","1000-10000"
219677,2021-10-31 22:53:12,"@MarkDooberman @IIMissMax @midwardsham @elonmusk @WFPChief @DrEliDavid You do not understand how money or net worth work",31059680,2685,1.6,"positive","1000-10000"
219893,2021-10-31 22:54:55,"@elonmusk G1FT GLOBALLY <U+0001F449><U+0001F449> CRYPTMAKE dot NET",1448306507477622784,0,0,"neutral","No follower"
219971,2021-10-31 22:55:44,"@KINGSHIBABSC @elonmusk Awesome guys, look's potencial reward",1361377240274075648,194,1.35,"positive","50-200"
220008,2021-10-31 22:56:07,"@Shibtoken #SHIBARMY #shibainu
@BillyM2k @elonmusk be welcome Mr Elon Musk <U+0001F642> 
@SpaceX
Dear Network,
Shiba Inu is not a phenomenon!
it's a Reality

I accept Shiba payment.
All our watches sold we still have only 2 available",1453449138402729984,4,2.7,"positive","0-50"
220029,2021-10-31 22:56:22,"@tradingview @elonmusk THlS IS CHANCE!! <U+279C><U+279C>.crypget.c om",1436102565276667904,0,0.25,"positive","No follower"
220086,2021-10-31 22:56:56,"How do you say ""exclude Tesla"" without saying ""exclude Tesla""?",43577689,401,-0.8,"negative","200-1000"
220188,2021-10-31 22:57:53,"@ibuychocolate @TrexPushups @billhuang688 @elonmusk @wapodavenport Your post applies to a permanent mars base, not world hunger

Your post should be a reply to Elon, not the person saying ""let's fix earth first"".",447876389,340,-0.85,"negative","200-1000"
220301,2021-10-31 22:58:58,"@NickAjluni @DrEliDavid @elonmusk Yea I mean why target someone who made over 100 billion dollars last year when we all can pay, right? Didn't you feel the stupid hit you when you wrote that?",1275062414195769344,9,-0.55,"negative","0-50"
220324,2021-10-31 22:59:09,"Be part of the History in the making project and feel the pleasure of Island Vibes in @CryptoislandInc<U+203C><U+FE0F><U+0001F3DD><U+FE0F><U+0001F379>

$CISLA #CISLA #CryptoIsland #Cisla1000x #CislaArmy #ElonMusk #Bitcoin  #BinanceSmartChain #BTC  https://t.co/y0RPQ1kvMq https://t.co/uY2wCqTOb5",1447401029167816704,25,0.5,"positive","0-50"
220409,2021-10-31 23:00:02,"@toliro @LittleManPower @ShytoshiKusama @elonmusk And saved instead of selling. INCLUDING big holder's, AND gas fee issues get fixed too. Which... I mean... I'm looking at some interesting tech...",365521682,57,1.8,"positive","50-200"
220435,2021-10-31 23:00:10,"@dog_feelings @AndrewsMcMeel @elonmusk
  '' $Doge will be used for shopping in the #Metaverse  world.The official currency of the metaverse central bank will be $Doge .'' $MANA $BTC #Bitcoin $ETH $XRP $SHIB $ADA $DOT $USDT $BNB $SOL $LUNA $UNI $LTC $AVAX $LINK $ALGO $MATIC $XLM $ATOM $VET $FIL $TRX #dogearmy https://t.co/Gizbe0nvjh",1559109584,114,0.4,"positive","50-200"
220440,2021-10-31 23:00:12,"@ruffe1987 @elonmusk THlS IS CHANCE!! <U+279C><U+279C>.crypget.c om",1436128605449461760,0,0.25,"positive","No follower"
220526,2021-10-31 23:00:50,"@elonmusk What about @buffdogecoin ?",780718250053083136,26,0,"neutral","0-50"
220532,2021-10-31 23:00:53,"@irollyoeleven @elonmusk But why not all three???? <U+0001F440><U+0001F440>",618724126,928,0,"neutral","200-1000"
220534,2021-10-31 23:00:54,"See what happens when ones openly show they don't have A puppet master any more or they denounce all the evil of the world? .

THEY will drag ones namss through the mud ..

.@elonmusk, when fake ""ElonGate"" comes out, I got your back ..
I know you will be set free.",1326993519651786752,30345,-1.9,"negative","10000+"
220655,2021-10-31 23:01:53,"@AngelaHollmar @roadtoserfdumb @business Lol who? Elon musk? The guy who's created 5 companies that hire hundreds of thousands of people? Or your politicians who waste money so much that the 70billipn in rent relief that was supposed to be allocated earlier this year has disappeared and only 7billion has been",386512046,35,0.35,"positive","0-50"
220861,2021-10-31 23:03:41,"@truth_tesla @elonmusk @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Unionize.  problem solved.",15213445,64,1.05,"positive","50-200"
220891,2021-10-31 23:03:57,"@codywallace87 @elonmusk @DrEliDavid Can you cashapp me $5?",4698626210,212,0,"neutral","200-1000"
221268,2021-10-31 23:07:19,"@elizableu Fucking love it.Master move from @elonmusk. Again !",432477738,106,-0.25,"negative","50-200"
221430,2021-10-31 23:08:45,"@elonmusk bezos when u gonna do this. https://t.co/kc7TFVxwNf",1454296969833242624,47,0,"neutral","0-50"
221565,2021-10-31 23:10:02,"@phillip72016534 @elonmusk THlS IS CHANCE!! <U+279C><U+279C>.crypget.c om",1436102565276667904,0,0.25,"positive","No follower"
221640,2021-10-31 23:10:44,"Panasonic creates new battery for use in Tesla electric cars https://t.co/ESyIcD6yRX",1341946490122428416,4,0.8,"positive","0-50"
221649,2021-10-31 23:10:53,"@adamhoov @elonmusk @garycruz @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt @POTUS What's he saying ? I can't understand",1266845662731292672,471,1,"positive","200-1000"
221745,2021-10-31 23:11:51,"@KINGSHIBABSC @elonmusk Success for you guys",1357449692024434688,8630,0.75,"positive","1000-10000"
221812,2021-10-31 23:12:29,"Mark Zuckerberg Got Humilitiated By Elon Musk Heres How https://t.co/S7VdFUSwbc via @YouTube",1315147350214610944,156,0,"neutral","50-200"
221823,2021-10-31 23:12:32,"@elonmusk Looks retarded,  just buy physical #Silver https://t.co/sMzy7ewATv",1370170622551134208,2498,-0.5,"negative","1000-10000"
221881,2021-10-31 23:13:01,"@elonmusk @DrEliDavid https://t.co/XHC2f9eKqr can take a big step in that direction for only $0.26 billion.  #Economics",1417123481129562112,21,0,"neutral","0-50"
221893,2021-10-31 23:13:07,"@elonmusk Thanks to Ser @elonmusk , lot's of tuitions are being paid for.

Thank you buddy!

TG: https://t.co/mANaorF9lB",273488389,34,2.1,"positive","0-50"
222066,2021-10-31 23:14:33,"Simultaneously expose and own the haters",1424072924374437888,99,-0.9,"negative","50-200"
222077,2021-10-31 23:14:37,"@joncoopertweets @elonmusk No, it's not a technical problem !",936524920531636224,18,-0.75,"negative","0-50"
222181,2021-10-31 23:15:24,"@elonmusk @wapodavenport Or you could feed the people here you fucking ghoul",1060374368,475,-1,"negative","200-1000"
222231,2021-10-31 23:15:50,"@davidgokhshtein @elonmusk #Kishu_swap <U+0001F436>
#Kishu_inu_token<U+0001F436>
#KishuTelegram<U+0001F436>
#KISHUarmy<U+0001F436>
#kishuinu <U+0001F436>215
#KISHU <U+0001F436>
#kishu<U+0001F436>
Only #KISHU <U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525> https://t.co/Bd7BdBSClu",1411187132127928320,27,0,"neutral","0-50"
222326,2021-10-31 23:16:33,"@BS__Exposed @elonmusk Cause' you look desperate.  <U+0001F974> ""We got him this time""!!",763090171,380,-1.25,"negative","200-1000"
222341,2021-10-31 23:16:39,"@elonmusk I've made over 10.0132678 #BTC ever since APEX CAPITAL began to trade and mine for me... Click on the link below to join Apex
 <U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F447>
 https://t.co/DcvneRruwz",1450424652120080384,0,0.25,"positive","No follower"
222703,2021-10-31 23:19:24,"@Selcukersoy54 @KishuTurkiye @totorifuo @Elena08333966 @markelo0_v Next meme coin Which might give us 10x to 20x in short period of time.
#DOFI #ElonMusk  #newcoin
Next big thing Doge Floki with 100x potential...

Our official contract address is: 0xf9d6ddf44016953dbf7ab135a0f64d7a41870ede
https://t.co/4ivExKRUGF",1454768178643484672,0,0.25,"positive","No follower"
222778,2021-10-31 23:19:56,"He's already solving with making so many multi-millionaires and giving so many people an opportunity to achieve a financial freedom. Just giving $6B won't solve anything.",45084027,32,4.1,"positive","0-50"
222921,2021-10-31 23:21:00,"@elonmusk @ashleevance don't be shy man https://t.co/FPvmacYZc6",4053097317,426,-0.4,"negative","200-1000"
223365,2021-10-31 23:24:41,"PLEASE @elonmusk FOR #ZEVENT2021 A small donation for a noble cause, I know this cause can change the life of thousands of childrens <U+0001F64F>  THANK YOU IF YOU READ THIS , and does what's necessary <U+2764><U+FE0F>",1122148461372166144,1470,3.05,"positive","1000-10000"
223617,2021-10-31 23:26:44,"@JLG_truthseeker Biden sucks up to all the car manufacturers for their ev but Tesla is not unionized (like Amazon and many successful companies) so they are excluded from discussions.",1250107355800322048,2127,0,"neutral","1000-10000"
223648,2021-10-31 23:27:02,"@Misguided_Panda @JeRiCho_MoNtaNa @timeaccelerates @ns123abc @elonmusk I was mocking him lol",1358657266380124160,17,-1.5,"negative","0-50"
223976,2021-10-31 23:29:46,"@kulie34334006 @davidmy78 @elonmusk @SawyerMerritt @Tesla So did he",875454200548704256,26,0,"neutral","0-50"
224008,2021-10-31 23:30:02,"@WFPChief @elonmusk @DrEliDavid You didn't answer the question obviously. How do you solve the problem with the fund?",1328968574560473088,13,0.05,"positive","0-50"
224311,2021-10-31 23:32:44,"@elonmusk keep dogecoin high, the world will change <U+0001F680><U+0001F680><U+0001F680>",1418909777384574976,69,0,"neutral","50-200"
224411,2021-10-31 23:33:36,"Elon Musk warns Austin, TX not to become a 'copycat' liberal city https://t.co/7kCsbgI6Lj #FoxBusiness",57785129,8914,-0.25,"negative","1000-10000"
224442,2021-10-31 23:33:58,"Because you can't pay people to change their spending habits. You can't just give people money and they will magically become responsible, stop using hardcore drugs, drinking, etc. Not only is it a money problem but it's a behavior problem.",1455505123,473,-0.4,"negative","200-1000"
224520,2021-10-31 23:34:43,"Badassery!",1421956577825853440,2151,0,"neutral","1000-10000"
224571,2021-10-31 23:35:08,"Elon Musk has called their bluff. UN has plenty of money to solve world hunger, but doesn't bc it would mean less control. So now he offers them $ on the condition that they are fully transparent on how they spend it. Genius.",1419721441814188032,17,1.05,"positive","0-50"
224610,2021-10-31 23:35:29,"@DrEliDavid @elonmusk Way to trash an NGO you clearly don't understand so you can kiss up to Musk.",149983830,42,0.5,"positive","0-50"
224753,2021-10-31 23:36:42,"@MarsmanQuansun @DimaZeniuk @elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt bicycles, electric ones in particular are about a billion times more effective than a single Tesla in terms of what they offer for mobility, health, affordability, climate change, efficient use of our limited urban land area, etc. https://t.co/NRRXylR344",14120016,217,1.9,"positive","200-1000"
224892,2021-10-31 23:37:49,"@BetteMidler @elonmusk
  '' $Doge will be used for shopping in the #Metaverse  world.The official currency of the metaverse central bank will be $Doge .'' $MANA $BTC #Bitcoin $ETH $XRP $SHIB $ADA $DOT $USDT $BNB $SOL $LUNA $UNI $LTC $AVAX $LINK $ALGO $MATIC $XLM $ATOM $VET $FIL $TRX #dogearmy https://t.co/ulMXzL7nX9",1559109584,114,0.4,"positive","50-200"
224945,2021-10-31 23:38:17,"@elonmusk @ashleevance you miss shib buy #Feg now @FEGtoken #bcs #eth #SmartDeFi #btc <U+0001F4A5><U+0001F4A5><U+0001F4A5><U+0001F4A5><U+0001F4A5><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680><U+0001F680>",1220048460927455232,23,0,"neutral","0-50"
225061,2021-10-31 23:39:23,"@SpaceX @elonmusk @NASA @Commercial_Crew @esa Baby Doge, doo, doo, doo, doo, doo,
Baby Doge, doo, doo, doo, doo, doo,
Baby Doge, doo, doo, doo, doo, doo,
Baby Doge",1447646845493207040,0,0.6,"positive","No follower"
225270,2021-10-31 23:41:16,"@nathannotdev @elonmusk Papa come see you'r son..<U+0001F601>
#BuffDogeCoin 
#buffdogecoinarmy https://t.co/t0axFc3Yd0",1409107597240672256,4,0,"neutral","0-50"
225318,2021-10-31 23:41:43,"@elonsbabe @elonmusk Yes, you should have done it earlier",1431314960534020096,7,0.8,"positive","0-50"
225354,2021-10-31 23:42:08,"@JasonHh9 Stupid dog. https://t.co/oH47iJoX4M",3309816482,152,-1,"negative","50-200"
225464,2021-10-31 23:43:20,"@lovefang1234 @MekaVerse @chaosaliensclub @elonmusk I had the same issue, I actually fixed my problem in 1 hour using their restore link

https://t.co/aktMkrSPGS",1448295869082742784,0,-0.25,"negative","No follower"
225746,2021-10-31 23:46:17,"@Twitter @MariumSheiikh I have a monetization proposal for @Twitter: set up a system where an account can offer to pay another account to follow. Example; @elonmusk makes offer to @jack to follow Elon for X amount or @elonmusk makes offer to @jack to follow @boringcompany for X amount, etc.",2532995958,32,0,"neutral","0-50"
225779,2021-10-31 23:46:39,"@AlessioUrban The Great Reset is happening -- They lost round 1: https://t.co/qapdlzicZ7",15008891,37,-0.25,"negative","0-50"
225846,2021-10-31 23:47:18,"@elonmusk @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Let's go Brandon<U+0001F602>",973362747550453760,193,1,"positive","50-200"
225881,2021-10-31 23:47:41,"@elonmusk Elon,You Must see HILLERS Hornet! A Simple HELICOPTER that came close to competing with the Automobile! This LARGE Electric Rotarywing, Could use a SMALL E.V. as a COCKPIT/POWER Supply! https://t.co/PNr8xYKlTt",1338561410310270976,42,0,"neutral","0-50"
225923,2021-10-31 23:48:04,"@CryptoRank_io @DogelonMars @yooshi_official @Shibtoken @losslessdefi @MIM_Spell @kryll_io @JasmyMGT @StarLinkETH @decentraland @PopsicleFinance #Crypto Future NFT And Defi Project. #CATGIRLCOIN @elonmusk is interested in nft program. will be listed on new exchanges soon <U+0001F63B> #catgirl let's start @catgirlcoin <U+0001F9FF><U+0001F9FF><U+0001F9FF> #Metaverse #meta #nftcollector #NFTs #DeFi https://t.co/e32OW5UnOe",3329601214,304,1.3,"positive","200-1000"
226003,2021-10-31 23:48:52,"@elonmusk bezos when u gonna do this. https://t.co/gcZZHxQA82",1454291063334703104,32,0,"neutral","0-50"
226383,2021-10-31 23:52:25,"@syritis @spritstk @HenrikR72314447 @NicklasNilsso14 @elonmusk @wapodavenport and pick up a history book on the soviet union not written by americans. you clearly don't know what you're talking about.",962641779504885760,237,0.5,"positive","200-1000"
226394,2021-10-31 23:52:33,"@femtoduino @WillieDJenkins1 Battery EV's are so much more efficient than fuel cells, the batteries can be reused in grid scale battery packs and recycled. Pretty sure Tesla do a full recycle.",4291817415,379,1.5,"positive","200-1000"
226420,2021-10-31 23:52:46,"@Schwarzenegger @BBC @elonmusk
  '' $Doge will be used for shopping in the #Metaverse  world.The official currency of the metaverse central bank will be $Doge .'' $MANA $BTC #Bitcoin $ETH $XRP $SHIB $ADA $DOT $USDT $BNB $SOL $LUNA $UNI $LTC $AVAX $LINK $ALGO $MATIC $XLM $ATOM $VET $FIL $TRX #dogearmy https://t.co/baUb7deIaB",1559109584,114,0.4,"positive","50-200"
226573,2021-10-31 23:54:18,"@CryptoWhalesDCC @Avoteo_com <U+0001F680>BuffDogeCoin @buffdogecoin 
<U+0001F525>Buy now is never too late 
<U+0001F525>1000x Gems 
<U+0001F525>Trending  in Twitter
<U+0001F525>Double Burn 
<U+0001F525>SOLID Community 
<U+0001F525>Road to 65K Holder 
<U+0001F525>Autostaking system while Holding 
@Hotbit_news  
@gate_io  
#elonmusk  
#binance         
#BuffdogeCoin 
#Buffdogecoinarmy https://t.co/2LPN0bgyOc",1391271549429108736,5,1.2,"positive","0-50"
226810,2021-10-31 23:56:50,"@elonmusk So does this mean Shib will be an accepted form of payment for Tesla or...? https://t.co/dMS0Q2OSAv",1452398215165366272,0,0.7,"positive","No follower"
226917,2021-10-31 23:57:57,"@elonmusk @WFPChief @DrEliDavid Actually, there is no shortage of food. Small Ireland is producing food for 50 million people. Imagine what France, Germany, Italy, Spain do... Imagine the US...",1355176187702747136,0,0.25,"positive","No follower"
227063,2021-10-31 23:59:25,"@elonmusk The electricity of creativeness makes us limitless c",1454559783776837632,134,0,"neutral","50-200"
227260,2021-11-01 00:01:30,"Sandy's Business Series: Tesla's Deal with Hertz https://t.co/URV2iTRH1Q via @YouTube",1438289066462793728,10,0.25,"positive","0-50"
227357,2021-11-01 00:02:29,"@TOPDOGE007 Neither I'm investing in Tesla",1098771224480661504,35,0,"neutral","0-50"
227679,2021-11-01 00:05:42,"@elonmusk LINK AND EOS BUY",804356149512437760,3,0,"neutral","0-50"
227809,2021-11-01 00:07:05,"@anndylian @Blockcastcc @Flokinomics @GalaxyHeroesGHC Happy Halloween!",834509438446886912,29,0.75,"positive","0-50"
227820,2021-11-01 00:07:10,"@KINGSHIBABSC @elonmusk Great project?",245301547,228,0.5,"positive","200-1000"
227832,2021-11-01 00:07:14,"@dogsofelon @CoinMarketCap @teamseas @MrBeast @binance @cz_binance @Shibtoken @TheGivingBlock @HuobiGlobal @OKEx @elonmusk @Gemini @JayHao8 this is so promising!! <U+0001F493>",1299947239582777344,367,0.75,"positive","200-1000"
